links,title,time,content,class
https://nltimes.nl/2022/10/24/fire-rips-delft-shopping-center-cause-investigation,Fire rips through Delft shopping center; Cause under investigation,24 October 2022 - 08:20,,1-1-2
https://nltimes.nl/2022/10/24/philips-cutting-4000-jobs-worldwide-including-400-netherlands,"Philips cutting 4,000 jobs worldwide; including 400 in Netherlands",24 October 2022 - 07:57,,Business
https://nltimes.nl/2022/10/24/schiphol-european-middle-customer-satisfaction-according-google-ratings,Schiphol in European middle for customer satisfaction according to Google ratings,24 October 2022 - 07:34,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/23/az-lose-third-time-row-feyenoord-drop-points-home,AZ lose for the third time in a row; Feyenoord drop points at home,23 October 2022 - 23:18,,Sports
https://nltimes.nl/2022/10/23/max-verstappen-picks-record-equaling-win-texas,Max Verstappen picks up a record-equaling win in Texas,23 October 2022 - 22:54,,Sports
https://nltimes.nl/2022/10/23/amsterdam-squatters-occupy-building-due-housing-energy-crises,"Amsterdam squatters occupy building due to housing, energy crises",23 October 2022 - 19:30,,Politics
https://nltimes.nl/2022/10/23/trucker-protest-group-made-hotline-dox-companies-cleaned-farmers-demonstrations,Trucker protest group made hotline to dox companies that cleaned up farmers' demonstrations,23 October 2022 - 18:40,,CrimePolitics
https://nltimes.nl/2022/10/23/police-force-struggles-staff-shortage-1600,"Police force struggles with staff shortage of 1,600",23 October 2022 - 17:50,,CrimePolitics
https://nltimes.nl/2022/10/23/amsterdam-landmarks-featured-latest-call-duty-game,Amsterdam landmarks featured in latest Call of Duty game,23 October 2022 - 17:00,,CultureEntertainment
https://nltimes.nl/2022/10/23/psv-get-beat-groningen-scintillating-affair,PSV get beat by Groningen in a scintillating affair,23 October 2022 - 16:38,,Sports
https://nltimes.nl/2022/10/23/road-users-cautioned-amid-code-yellow-warnings-8-provinces-warm-week-ahead,Road users cautioned amid code yellow warnings in 8 provinces; Warm week ahead,23 October 2022 - 16:10,,TechNature
https://nltimes.nl/2022/10/23/police-officers-fish-14-year-old-suspect-canal-pursuit,Police officers fish 14-year-old suspect out of canal during pursuit,23 October 2022 - 15:20,,Crime
https://nltimes.nl/2022/10/23/shell-invests-major-expansion-qatar-s-lng-export,Shell invests in major expansion of Qatar 's LNG export ,23 October 2022 - 14:30,,PoliticsBusiness
https://nltimes.nl/2022/10/23/suspect-teen-girl-hit-run-killing-must-still-prosecuted-amsterdam-court-rules,"Suspect in teen girl hit and run killing must still be prosecuted, Amsterdam court rules",23 October 2022 - 13:40,,Crime1-1-2
https://nltimes.nl/2022/10/23/anti-islam-group-pegida-attempts-burn-koran-rotterdam-leader-arrested,Anti-Islam group Pegida attempts to burn Koran in Rotterdam; Leader arrested,23 October 2022 - 12:50,,CrimePolitics
https://nltimes.nl/2022/10/23/false-pricing-albert-heijn-jumbo-prompts-warning-consumer-advocates,"False pricing at Albert Heijn, Jumbo prompts warning from consumer advocates",23 October 2022 - 12:00,,Business
https://nltimes.nl/2022/10/23/half-dutch-public-believe-one-conspiracy-theories,Half of Dutch public believe in one or more conspiracy theories,23 October 2022 - 11:10,,Politics
https://nltimes.nl/2022/10/23/universities-turn-thermostat-battle-energy-crisis,Universities turn down thermostat to battle energy crisis,23 October 2022 - 10:20,,PoliticsBusiness
https://nltimes.nl/2022/10/23/search-continues-sunday-2-missing-ship-crash-police-identify-deceased,Search continues on Sunday for 2 missing in ship crash; Police identify deceased,23 October 2022 - 09:30,,1-1-2
https://nltimes.nl/2022/10/23/europol-reports-dramatic-increase-atm-explosions-across-europe,Europol reports dramatic increase in ATM explosions across Europe,23 October 2022 - 09:00,,CrimePolitics
https://nltimes.nl/2022/10/23/11-year-old-boy-hague-found-good-health-amber-alert,11-year-old boy in The Hague found in 'good health' after Amber Alert,23 October 2022 - 08:30,,1-1-2
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/23/house-swastikas-nazi-imagery-posted-funda,"House with swastikas, Nazi imagery posted on Funda",23 October 2022 - 08:15,,PoliticsBusiness
https://nltimes.nl/2022/10/23/junk-food-advertising-reaches-consumers-easily-researchers-say,"Junk food advertising reaches consumers too easily, researchers say",23 October 2022 - 07:45,,PoliticsBusinessCultureFood
https://nltimes.nl/2022/10/23/plastic-packaging-waste-eu-rose-23-ten-years-netherlands-best-recycling,Plastic packaging waste in EU rose by 23% in ten years; Netherlands best for recycling,23 October 2022 - 07:15,,BusinessTechNature
https://nltimes.nl/2022/10/22/leaders-ajax-beat-rkc-tough-first-half,Leaders Ajax beat RKC after a tough first half,22 October 2022 - 21:40,,Sports
https://nltimes.nl/2022/10/22/religious-groups-hold-special-prayers-rituals-tuesday-solar-eclipse,"Religious groups to hold special prayers, rituals during Tuesday solar eclipse",22 October 2022 - 19:30,,TechNatureCultureLifestyle
https://nltimes.nl/2022/10/22/police-issue-new-amber-alert-boy-11-missing-hague,"Police issue new Amber Alert for boy, 11, missing in The Hague",22 October 2022 - 19:15,,1-1-2
https://nltimes.nl/2022/10/22/dutch-man-wanted-bank-fraud-arrested-italy,Dutch man wanted for bank fraud arrested in Italy,22 October 2022 - 18:40,,Crime
https://nltimes.nl/2022/10/22/nitrogen-polluters-targeted-farmers-claim-negative-influence-environment,More nitrogen polluters to be targeted; Most farmers claim no negative influence on environment,22 October 2022 - 17:50,,PoliticsTechNature
https://nltimes.nl/2022/10/22/rivm-wraps-monkeypox-vaccination-campaign-infections-dwindle,RIVM wraps up monkeypox vaccination campaign as infections dwindle,22 October 2022 - 16:59,,Health
https://nltimes.nl/2022/10/22/om-drops-first-key-witness-ever-revelation-psychological-report,OM drops first key witness ever after revelation from psychological report,22 October 2022 - 16:10,,Crime
https://nltimes.nl/2022/10/22/last-round-people-40s-summoned-booster-jab,Last round of people in their 40s summoned for booster jab,22 October 2022 - 15:20,,Health
https://nltimes.nl/2022/10/22/rat-nuisance-reports-amsterdam-increasing-every-year,Rat nuisance reports in Amsterdam 'increasing every year',22 October 2022 - 14:30,,HealthBusinessTechNature
https://nltimes.nl/2022/10/22/earthquake-magnitude-22-near-wirdum-groningen,Earthquake with magnitude 2.2 near Wirdum in Groningen,22 October 2022 - 13:40,,TechNature
https://nltimes.nl/2022/10/22/one-case-needle-spiking-proven-occurrence-rare-says-justice-minister,"One case of needle spiking proven, but occurrence is rare, says Justice Minister",22 October 2022 - 12:50,,HealthCrime
https://nltimes.nl/2022/10/22/underaged-asylum-seekers-fed-moldy-bread-emergency-shelter,Underaged asylum seekers fed moldy bread in emergency shelter,22 October 2022 - 12:00,,HealthPolitics
https://nltimes.nl/2022/10/22/former-ggd-employees-arrested-giving-fake-vaccination-certificates,Former GGD employees arrested for giving out fake vaccination certificates,22 October 2022 - 11:10,,HealthCrime
https://nltimes.nl/2022/10/22/dutch-womens-football-players-meet-defending-champion-us-2023-world-cup-group-stage,Dutch women's football players to meet defending champion US in 2023 World Cup group stage,22 October 2022 - 10:20,,Sports
https://nltimes.nl/2022/10/22/half-dutch-people-fear-russia-will-use-nuclear-weapons-war-ukraine,Half of Dutch people fear Russia will use nuclear weapons in war with Ukraine,22 October 2022 - 09:32,,Politics
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/22/coronavirus-subvariant-lead-increase-infections-ecdc,Coronavirus subvariant could lead to increase in infections: ECDC,22 October 2022 - 09:01,,Health
https://nltimes.nl/2022/10/22/search-called-2-missing-ship-crash-captains-released-interrogation,Search called off for 2 missing in ship crash; Captains released after interrogation,22 October 2022 - 08:36,,1-1-2
https://nltimes.nl/2022/10/22/majority-mps-signal-support-cervical-cancer-self-test-proposal,Majority of MP's signal support for cervical cancer self-test proposal,22 October 2022 - 08:15,,HealthPolitics
https://nltimes.nl/2022/10/22/new-banking-law-fight-money-laundering-will-require-less-data-sharing-planned,New banking law to fight money laundering will require less data sharing than planned,22 October 2022 - 07:45,,PoliticsBusiness
https://nltimes.nl/2022/10/22/consumers-spending-services-buying-fewer-items-confidence-record-low,"Consumers spending more on services, but buying fewer items; Confidence at record low",22 October 2022 - 07:15,,Business
https://nltimes.nl/2022/10/21/fmr-health-minister-open-succeeding-mark-rutte-vvd-leader,Fmr. Health Minister open to succeeding Mark Rutte as VVD leader,21 October 2022 - 20:00,,Politics
https://nltimes.nl/2022/10/21/schiphol-taps-former-eneco-boss-ruud-sondag-interim-ceo,Schiphol taps former Eneco boss Ruud Sondag as interim CEO,21 October 2022 - 18:58,,Business
https://nltimes.nl/2022/10/21/conspiracy-theorist-david-icke-will-speak-amsterdam-rally-despite-opposition,Conspiracy theorist David Icke will speak at Amsterdam rally despite opposition,21 October 2022 - 18:23,,Politics
https://nltimes.nl/2022/10/21/child-asylum-seekers-staying-amsterdam-cruise-ship-yet-going-school,Child asylum seekers staying on Amsterdam cruise ship not yet going to school,21 October 2022 - 17:10,,Politics
https://nltimes.nl/2022/10/21/dutch-football-cancels-next-onelove-action-two-captains-reject-rainbow-armbands,Dutch football cancels next OneLove action after two captains reject rainbow armbands,21 October 2022 - 16:20,,Sports
https://nltimes.nl/2022/10/21/dutch-pm-set-visit-israel-palestine-next-week-ahead-israeli-elections,Dutch PM set to visit Israel and Palestine next week ahead of Israeli elections,21 October 2022 - 15:50,,Politics
https://nltimes.nl/2022/10/21/two-people-presumed-dead-ship-crash-police-detain-ship-captains,Two more people presumed dead in ship crash; Police detain ship captains,21 October 2022 - 14:40,,1-1-2
https://nltimes.nl/2022/10/21/breakthrough-hepatitis-c-research-lead-vaccine,Breakthrough in Hepatitis C research could lead to vaccine,21 October 2022 - 13:50,,HealthTechScience
https://nltimes.nl/2022/10/21/dutch-footballer-quincy-promes-tried-attempted-murder-march,Dutch footballer Quincy Promes to be tried for attempted murder in March,21 October 2022 - 13:00,,Crime
https://nltimes.nl/2022/10/21/burglaries-netherlands-first-time-years,More burglaries in Netherlands for first time in years,21 October 2022 - 12:10,,Crime
https://nltimes.nl/2022/10/21/amsterdams-hotel-krasnapolsky-evacuated-fire-breaks-basement,Amsterdam’s Hotel Krasnapolsky evacuated after fire breaks out in basement,21 October 2022 - 11:30,,1-1-2
https://nltimes.nl/2022/10/21/two-killed-child-missing-passenger-ship-crash-near-terschelling,"Two killed, child missing in passenger ship crash near Terschelling",21 October 2022 - 10:37,,1-1-2
https://nltimes.nl/2022/10/21/nearly-5000-covid-19-deaths-first-half-2022-bringing-dutch-total-towards-45000,"Nearly 5,000 Covid-19 deaths in first half of 2022, bringing Dutch total towards 45,000",21 October 2022 - 09:47,,Health
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/21/minimum-wage-benefits-increase-wont-help-people-debts,"Minimum wage, benefits increase won't help people with debts",21 October 2022 - 09:17,,Business
https://nltimes.nl/2022/10/21/child-adult-missing-several-hurt-passenger-ships-collide-wadden-sea,"Child & adult missing, several hurt after passenger ships collide on the Wadden Sea",21 October 2022 - 08:33,,1-1-2
https://nltimes.nl/2022/10/21/police-often-discourage-victims-reporting-domestic-violence-report,Police often discourage victims from reporting domestic violence: report,21 October 2022 - 08:06,,Crime
https://nltimes.nl/2022/10/21/busy-roads-expected-holidays-start-schools-bus-drivers-strike,"Busy roads expected as holidays start for more schools, bus drivers strike",21 October 2022 - 07:34,,Business
https://nltimes.nl/2022/10/21/data-21000-tu-eindhoven-students-employees-stolen-hack,"Data from 21,000 TU Eindhoven students & employees stolen in hack",21 October 2022 - 07:00,,Crime
https://nltimes.nl/2022/10/20/two-women-tied-rotterdam-home-invasion-family-held-hostage,Two women tied up during Rotterdam home invasion; Family held hostage,20 October 2022 - 21:40,,CrimeWeird
https://nltimes.nl/2022/10/20/courageous-psv-lose-arsenal-london,Courageous PSV lose to Arsenal in London ,20 October 2022 - 21:07,,Sports
https://nltimes.nl/2022/10/20/dutch-cabinet-wants-make-easy-people-report-intimidation-foreign-agents,Dutch Cabinet wants to make it easy for people to report intimidation by foreign agents,20 October 2022 - 20:50,,CrimePolitics
https://nltimes.nl/2022/10/20/woman-reported-missing-netherlands-june-found-killed-days-earlier-germany,Woman reported missing in the Netherlands in June was found killed days earlier in Germany,20 October 2022 - 19:17,,Crime
https://nltimes.nl/2022/10/20/chance-class-launched-almere-help-international-kids-improve-dutch,"""Chance class"" launched in Almere to help international kids improve their Dutch",20 October 2022 - 17:05,,Business
https://nltimes.nl/2022/10/20/soldier-claims-girlfriend-ordered-cut-6-month-old-babys-throat,Soldier claims girlfriend ordered him to cut 6-month-old baby's throat,20 October 2022 - 16:15,,Crime
https://nltimes.nl/2022/10/20/blackface-volendams-sinterklaas-arrival-party-year,No blackface at Volendam's Sinterklaas arrival party this year,20 October 2022 - 15:25,,CultureEntertainment
https://nltimes.nl/2022/10/20/workers-calling-sick-flu-coronavirus-spread,"More workers calling out sick as flu, coronavirus spread",20 October 2022 - 14:35,,HealthBusiness
https://nltimes.nl/2022/10/20/dutch-mps-want-special-putin-tribunal-set-hague,Dutch MP’s want special Putin tribunal set up in The Hague,20 October 2022 - 13:45,,Politics
https://nltimes.nl/2022/10/20/tragic-accident-caused-deaths-young-girl-caregiver-criminal-case-police-say,"Tragic accident caused deaths of young girl, caregiver; Not a criminal case, police say",20 October 2022 - 12:41,,1-1-2
https://nltimes.nl/2022/10/20/bomb-threat-easyjet-flight-schiphol-british-police-arrest-three,Bomb threat on EasyJet flight to Schiphol; British police arrest three,20 October 2022 - 12:05,,Business
https://nltimes.nl/2022/10/20/large-funds-expect-increase-pensions-next-year,Large funds expect to increase pensions again next year,20 October 2022 - 11:15,,Business
https://nltimes.nl/2022/10/20/six-million-birds-culled-dutch-bird-flu-response-12-months-record-300000-today,"Six million birds culled in Dutch bird flu response in 12 months; Record 300,000 today",20 October 2022 - 10:25,,TechNature
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/20/private-jets-take-schiphol-rotterdam-hague-greenpeace-calls-ban,"More private jets take off from Schiphol, Rotterdam The Hague; Greenpeace calls for ban",20 October 2022 - 09:57,,Business
https://nltimes.nl/2022/10/20/fall-netherlands-unemployment-ends-employers-request-layoffs,Fall in Netherlands unemployment ends as more employers request layoffs,20 October 2022 - 09:16,,Business
https://nltimes.nl/2022/10/20/percentage-low-cost-social-housing-falling-especially-amsterdam,"Percentage of low cost social housing falling, especially in Amsterdam",20 October 2022 - 08:42,,Business
https://nltimes.nl/2022/10/20/seven-dutch-municipalities-sheltering-asylum-seekers-ukrainian-refugees,"Seven Dutch municipalities not sheltering any asylum seekers, Ukrainian refugees",20 October 2022 - 08:21,,Politics
https://nltimes.nl/2022/10/20/police-doubt-bodies-found-missing-girl-caregiver,"Police: No doubt that bodies found are missing girl, caregiver",20 October 2022 - 07:33,,1-1-2
https://nltimes.nl/2022/10/20/dutch-health-institute-concerned-pfas-levels-drinking-water,Dutch health institute concerned about PFAS levels in drinking water,20 October 2022 - 07:00,,Health
https://nltimes.nl/2022/10/19/amber-alert-car-two-bodies-inside-found-search-missing-girl-caregiver,"Amber Alert: Car with two bodies inside found in search for missing girl, caregiver",19 October 2022 - 22:56,,1-1-2
https://nltimes.nl/2022/10/19/fries-museum-acquires-early-mondrian-portrait,Fries Museum acquires early Mondrian portrait,19 October 2022 - 21:20,,CultureArt
https://nltimes.nl/2022/10/19/german-women-struck-bullets-amsterdam-city-center-shooting,German women struck by bullets in Amsterdam city center shooting,19 October 2022 - 20:30,,Crime
https://nltimes.nl/2022/10/19/amsterdam-asks-immigration-service-david-icke-can-denied-entry-netherlands,Amsterdam asks immigration service if David Icke can be denied entry to the Netherlands,19 October 2022 - 19:52,,Politics
https://nltimes.nl/2022/10/19/ema-gives-positive-advice-covid-19-vaccines-children-6-months,EMA gives positive advice over Covid-19 vaccines for children from 6 months,19 October 2022 - 18:50,,Health
https://nltimes.nl/2022/10/19/suspect-says-killed-girlfriend-protect-something-really-bad,"Suspect says he killed girlfriend to protect her from ""something really bad""",19 October 2022 - 18:05,,CrimeWeird
https://nltimes.nl/2022/10/19/netherlands-pulls-energy-treaty-ect-hinders-climate-goals-minister-says,"Netherlands pulls out of energy treaty ECT; Hinders climate goals, Minister says",19 October 2022 - 17:10,,Politics
https://nltimes.nl/2022/10/19/fireworks-bonfires-likely-allowed-hague-new-years,"Fireworks, bonfires likely allowed in The Hague this New Year's",19 October 2022 - 16:20,,PoliticsCultureEntertainment
https://nltimes.nl/2022/10/19/dutch-pm-defends-decision-attend-qatar-world-cup-word-kings-presence,Dutch PM defends decision to attend Qatar World Cup; No word on King's presence,19 October 2022 - 15:30,,PoliticsSports
https://nltimes.nl/2022/10/19/leiden-university-finds-professor-guilty-intimidating-undesirable-behavior,Leiden University finds professor guilty of “intimidating and undesirable behavior”,19 October 2022 - 14:40,,Business
https://nltimes.nl/2022/10/19/majority-parliament-want-king-pay-tax-income,Majority in parliament want King to pay tax on his income,19 October 2022 - 13:50,,Politics
https://nltimes.nl/2022/10/19/20-arrests-amsterdam-osdorp-fair-residents-say-troublemakers-elsewhere,20 arrests at Amsterdam Osdorp fair; Residents say troublemakers are from elsewhere,19 October 2022 - 13:00,,Crime
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/19/deliveroo-pulling-netherlands-next-month-couriers-will-compensated,Deliveroo pulling out of the Netherlands next month; Couriers will be compensated,19 October 2022 - 12:10,,Business
https://nltimes.nl/2022/10/19/king-join-dutch-delegation-qatar-world-cup-despite-mps-objections,King could join Dutch delegation to Qatar World Cup despite MP’s objections,19 October 2022 - 11:16,,PoliticsSports
https://nltimes.nl/2022/10/19/dhl-begin-competing-postnl-regular-mail-delivery-netherlands,DHL to begin competing with PostNL for regular mail delivery in the Netherlands,19 October 2022 - 10:30,,Business
https://nltimes.nl/2022/10/19/majority-mps-want-netherlands-apologize-slavery-practices,Majority of MP’s want Netherlands to apologize for slavery practices,19 October 2022 - 09:36,,Politics
https://nltimes.nl/2022/10/19/netherlands-ranks-4th-childrens-rights-despite-air-pollution-youth-care-waitlists,"Netherlands ranks 4th for children’s rights, despite air pollution, youth care waitlists",19 October 2022 - 09:01,,HealthPolitics
https://nltimes.nl/2022/10/19/amsterdam-dance-event-kicks-600-events-five-days,Amsterdam Dance Event kicks off: Over 600 events in five days,19 October 2022 - 08:25,,CultureEntertainment
https://nltimes.nl/2022/10/19/bus-drivers-start-three-day-strike-better-labor-agreement,Bus drivers start three day strike for better labor agreement,19 October 2022 - 08:05,,Business
https://nltimes.nl/2022/10/19/search-continues-missing-girl-caregiver-amber-alert-case,"Search continues for missing girl, caregiver in Amber Alert case",19 October 2022 - 07:35,,1-1-2
https://nltimes.nl/2022/10/18/amsterdam-city-center-shooting-leaves-two-hurt,Amsterdam city center shooting leaves two hurt,18 October 2022 - 20:51,,Crime
https://nltimes.nl/2022/10/18/16-young-people-payment-problems-despite-overall-decrease,16% more young people with payment problems despite overall decrease,18 October 2022 - 20:25,,Business
https://nltimes.nl/2022/10/18/partial-solar-eclipse-visible-netherlands-next-week,Partial solar eclipse visible in Netherlands next week,18 October 2022 - 19:35,,TechNature
https://nltimes.nl/2022/10/18/separate-apartment-fires-kill-arnhem-woman-injure-two-hague,"Separate apartment fires kill Arnhem woman, injure two in The Hague",18 October 2022 - 18:45,,1-1-2
https://nltimes.nl/2022/10/18/schiphol-problems-continue-demand-security-guards-rises-nationally,Schiphol problems to continue as demand for security guards rises nationally,18 October 2022 - 17:05,,Business
https://nltimes.nl/2022/10/18/far-right-mp-thierry-baudet-suspended-disclosing-additional-job-functions,Far-right MP Thierry Baudet suspended for not disclosing additional  job functions,18 October 2022 - 16:01,,Politics
https://nltimes.nl/2022/10/18/new-coronavirus-infections-fall-first-time-seven-weeks,New coronavirus infections fall for the first time in seven weeks,18 October 2022 - 15:57,,Health
https://nltimes.nl/2022/10/18/amber-alert-massive-search-missing-disabled-girl-caregiver,Amber Alert: Massive search for missing disabled girl and her caregiver,18 October 2022 - 14:35,,1-1-2
https://nltimes.nl/2022/10/18/bar-british-conspiracy-theorist-david-icke-amsterdam-protest-jewish-advocacy,Bar British conspiracy theorist David Icke from Amsterdam protest: Jewish advocacy,18 October 2022 - 13:45,,Politics
https://nltimes.nl/2022/10/18/dutch-police-phone-lines-112-still-available,"Dutch police phone lines down, but 112 still available",18 October 2022 - 13:06,,1-1-2
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/18/25000-fraud-cases-shelf-dutch-tax-office,"Over 25,000 fraud cases on the shelf at Dutch tax office",18 October 2022 - 12:05,,Business
https://nltimes.nl/2022/10/18/student-loan-interest-rate-set-rise-affecting-140000-netherlands,"Student loan interest rate set to rise, affecting 140,000 in the Netherlands",18 October 2022 - 11:15,,Business
https://nltimes.nl/2022/10/18/netherlands-among-worst-nations-human-trafficking-number-reports-declining,"Netherlands among worst nations for human trafficking, but number of reports declining",18 October 2022 - 10:25,,Crime
https://nltimes.nl/2022/10/18/eneco-lowers-gas-electricity-prices-6-november-1,"Eneco lowers gas, electricity prices by 6% from November 1",18 October 2022 - 09:35,,Business
https://nltimes.nl/2022/10/18/mps-vote-suspending-fvd-leader-baudet-failing-report-ancillary-positions,MPs to vote on suspending FvD leader Baudet for failing to report ancillary positions,18 October 2022 - 09:01,,Politics
https://nltimes.nl/2022/10/18/amber-alert-10-year-old-disabled-girl-missing-caregiver-noord-brabant,Amber Alert: 10-year-old disabled girl missing with caregiver in Noord-Brabant,18 October 2022 - 08:27,,1-1-2
https://nltimes.nl/2022/10/18/fog-halts-departures-eindhoven-airport-two-killed-head-collision-n305,Fog halts departures at Eindhoven Airport; Two killed in head-on collision on N305,18 October 2022 - 07:59,,1-1-2
https://nltimes.nl/2022/10/18/indonesia-asks-netherlands-return-art-natural-history-collections,"Indonesia asks Netherlands to return art, natural history collections",18 October 2022 - 07:41,,PoliticsCultureArt
https://nltimes.nl/2022/10/18/many-bus-drivers-go-3-day-strike-wednesday,Many bus drivers to go on 3-day strike from Wednesday,18 October 2022 - 07:00,,Business
https://nltimes.nl/2022/10/17/nine-arrested-major-police-drug-investigation-eindhoven,Nine arrested in major police drug investigation in Eindhoven,17 October 2022 - 21:20,,Crime
https://nltimes.nl/2022/10/17/netherlands-believes-iranian-drones-used-ukraine-wants-sanctions,Netherlands believes Iranian drones were used in Ukraine; Wants sanctions,17 October 2022 - 20:30,,Politics
https://nltimes.nl/2022/10/17/bus-struck-train-technical-problems-police-say,"Bus struck by train had technical problems, police say",17 October 2022 - 19:40,,1-1-2
https://nltimes.nl/2022/10/17/video-dordrecht-man-shot-death-sitting-car-many-gunshots-heard,Video: Dordrecht man shot to death while sitting in his car; Many gunshots heard,17 October 2022 - 18:00,,Crime
https://nltimes.nl/2022/10/17/1000-cops-raid-brabant-caravan-parks-businesses-drug-investigation-several-arrests,"1,000 cops raid Brabant caravan parks, businesses in drug investigation; Several arrests",17 October 2022 - 17:10,,Crime
https://nltimes.nl/2022/10/17/impending-economic-crisis-will-dwarf-coronavirus-crisis-says-credit-insurer-allianz,"Impending economic crisis will dwarf coronavirus crisis, says credit insurer Allianz",17 October 2022 - 16:20,,Business
https://nltimes.nl/2022/10/17/sixteen-doctors-fined-prescribing-ivemectin-hydroxychloroquine-treat-covid,"Sixteen doctors fined for prescribing ivemectin, hydroxychloroquine to treat Covid",17 October 2022 - 15:35,,Health
https://nltimes.nl/2022/10/17/imam-mosque-foundation-prosecuted-perjury-money-laundering,"Imam, mosque foundation prosecuted for perjury, money laundering",17 October 2022 - 14:40,,Crime
https://nltimes.nl/2022/10/17/suspects-face-10-years-prison-mallorca-fatal-beating,Suspects could face up to 10 years in prison for Mallorca fatal beating,17 October 2022 - 13:50,,Crime
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/10/17/video-shows-moment-train-smashes-public-bus-injuries,Video shows moment train smashes through public bus; No injuries,17 October 2022 - 12:56,,1-1-2
https://nltimes.nl/2022/10/17/schiphol-says-people-arriving-early-causing-lines-build-monday,Schiphol says people arriving too early were causing lines to build on Monday,17 October 2022 - 12:10,,Business
https://nltimes.nl/2022/10/17/cabinet-fights-asylum-ruling-court-situation-shelters-deteriorate,Cabinet fights asylum ruling in court as situation in shelters deteriorate further,17 October 2022 - 11:20,,Politics
